time,node_type,node_id,xt_0,xt_1,xt_2,xt_3,xb_0,xb_1,xb_2
192,Node2,7,0.16,0.23,0.049,0.049,1,0,0
192,Node2,8,0.156,0.22,0.077,0.077,1,0,0
192,Node2,9,0.171,0.269,0.11,0.11,1,0,0
192,Node2,10,0.133,0.186,0.044,0.044,1,0,0
192,Node2,11,0.151,0.212,0.057,0.057,1,0,0
192,Node2,12,0.108,0.129,0.08,0.08,1,0,0
192,Node2,13,0.119,0.156,0.12,0.119,1,0,0
192,Node2,14,0.184,0.225,0.095,0.095,1,0,0
192,Node2,15,0.164,0.259,0.043,0.043,1,0,0
192,Node2,16,0.172,0.258,0.05,0.05,1,0,0
192,Node2,17,0.127,0.21,0.088,0.088,1,0,0
192,Node2,18,0.114,0.159,0.121,0.121,1,0,0
192,Node2,19,0.197,0.288,0.034,0.034,1,0,0
192,Node2,20,0.178,0.127,0.004,0.004,1,0,0
192,Node2,21,0.158,0.242,0.062,0.062,1,0,0
192,Node2,22,0.155,0.219,0.043,0.042,1,0,0
192,Node2,23,0.161,0.186,0.054,0.054,1,0,0
192,Node2,24,0.182,0.247,0.066,0.066,1,0,0
192,Node2,25,0.177,0.233,0.031,0.031,1,0,0
192,Node2,26,0.202,0.217,0.081,0.081,1,0,0
192,Node2,27,0.165,0.227,0.045,0.045,1,0,0
192,Node2,28,0.13,0.239,0.075,0.075,1,0,0
192,Node2,29,0.151,0.187,0.069,0.068,1,0,0
192,Node2,30,0.182,0.193,0.103,0.104,1,0,0
192,Node2,31,0.202,0.229,0.0,0.0,1,0,0
192,Node2,32,0.244,0.218,0.003,0.003,1,0,0
192,Node2,33,0.141,0.167,0.0,0.0,1,0,0
192,Node2,34,0.142,0.219,0.064,0.064,1,0,0
192,Node2,35,0.132,0.189,0.056,0.055,1,0,0
192,Node2,36,0.171,0.254,0.019,0.019,1,0,0
192,Node2,37,0.223,0.279,0.002,0.002,1,0,0
192,Node2,38,0.164,0.478,0.056,0.056,1,0,0
192,Node2,39,0.149,0.212,0.038,0.038,1,0,0
192,Node2,40,0.134,0.26,0.131,0.13,1,0,0
192,Node2,41,0.164,0.215,0.034,0.034,1,0,0
192,Node2,42,0.139,0.196,0.001,0.001,1,0,0
192,Node2,43,0.131,0.169,0.05,0.05,1,0,0
193,Node1,0,4.302,0.41,1.715,2.889,1,0,0
193,Node1,1,1.031,0.159,0.318,0.766,1,0,0
193,Node1,2,1.74,0.003,0.017,1.489,1,0,0
193,Node1,3,4.552,0.021,0.497,2.747,1,0,0
193,Node1,4,2.386,0.001,0.3,1.859,1,0,0
193,Node1,5,1.252,0.158,0.315,1.134,1,0,0
193,Node1,6,1.746,0.271,0.684,0.911,1,0,0
193,Node1,7,3.843,0.748,1.163,3.067,1,0,0
193,Node1,8,3.047,0.241,0.749,1.564,1,0,0
193,Node1,9,1.856,0.232,0.656,1.597,1,0,0
193,Node1,10,3.573,0.019,0.759,3.143,1,0,0
193,Node1,11,2.829,0.369,0.567,2.194,1,0,0
193,Node1,12,2.378,0.025,1.161,1.971,1,0,0
193,Node1,13,1.759,0.015,0.032,1.388,1,0,0
193,Node1,14,2.526,0.484,0.968,1.848,1,0,0
193,Node1,15,2.865,0.027,0.572,2.065,1,0,0
193,Node1,16,3.169,0.013,0.204,2.036,1,0,0
193,Node1,17,3.739,0.002,0.279,2.714,1,0,0
193,Node1,18,3.59,0.241,0.95,2.682,1,0,0
193,Node1,19,1.939,0.146,0.559,1.121,1,0,0
193,Node1,20,4.111,0.603,1.031,2.255,1,0,0
193,Node1,21,2.813,0.007,0.517,2.171,1,0,0
193,Node1,22,1.667,0.061,0.276,0.817,1,0,0
193,Node1,23,2.303,0.23,0.317,1.268,1,0,0
193,Node1,24,2.194,0.162,0.456,1.305,1,0,0
193,Node1,25,2.568,0.363,1.003,1.301,1,0,0
193,Node1,26,2.079,0.377,1.426,1.458,1,0,0
193,Node1,27,0.679,0.053,0.192,0.367,1,0,0
193,Node1,28,1.259,0.002,0.142,0.62,1,0,0
193,Node1,29,1.575,0.13,0.419,0.867,1,0,0
193,Node2,0,0.144,0.23,0.059,0.101,1,0,0
193,Node2,1,0.151,0.249,0.02,0.091,1,0,0
193,Node2,2,0.131,0.204,0.039,0.107,1,0,0
193,Node2,3,0.159,0.23,0.007,0.023,1,0,0
193,Node2,4,0.151,0.246,0.029,0.113,1,0,0
193,Node2,5,0.096,0.128,0.025,0.165,1,0,0
193,Node2,6,0.144,0.166,0.012,0.034,1,0,0
193,Node2,7,0.16,0.23,0.023,0.072,1,0,0
193,Node2,8,0.156,0.222,0.034,0.11,1,0,0
193,Node2,9,0.172,0.269,0.054,0.163,1,0,0
193,Node2,10,0.134,0.187,0.029,0.073,1,0,0
193,Node2,11,0.152,0.213,0.009,0.066,1,0,0
193,Node2,12,0.108,0.129,0.0,0.081,1,0,0
193,Node2,13,0.118,0.155,0.017,0.137,1,0,0
193,Node2,14,0.184,0.224,0.001,0.096,1,0,0
193,Node2,15,0.164,0.26,0.042,0.085,1,0,0
193,Node2,16,0.17,0.26,0.04,0.09,1,0,0
193,Node2,17,0.127,0.21,0.012,0.101,1,0,0
193,Node2,18,0.114,0.158,0.089,0.211,1,0,0
193,Node2,19,0.196,0.286,0.019,0.053,1,0,0
193,Node2,20,0.181,0.128,0.004,0.008,1,0,0
193,Node2,21,0.157,0.242,0.017,0.079,1,0,0
193,Node2,22,0.155,0.219,0.006,0.049,1,0,0
193,Node2,23,0.161,0.188,0.03,0.084,1,0,0
193,Node2,24,0.183,0.249,0.012,0.079,1,0,0
193,Node2,25,0.177,0.233,0.021,0.053,1,0,0
193,Node2,26,0.204,0.213,0.0,0.081,1,0,0
193,Node2,27,0.164,0.227,0.026,0.071,1,0,0
193,Node2,28,0.13,0.238,0.009,0.084,1,0,0
193,Node2,29,0.152,0.187,0.027,0.096,1,0,0
193,Node2,30,0.182,0.193,0.002,0.105,1,0,0
193,Node2,31,0.202,0.229,0.002,0.002,1,0,0
193,Node2,32,0.245,0.217,0.001,0.003,1,0,0
193,Node2,33,0.141,0.166,0.001,0.001,1,0,0
193,Node2,34,0.142,0.22,0.032,0.096,1,0,0
193,Node2,35,0.132,0.19,0.015,0.07,1,0,0
193,Node2,36,0.17,0.253,0.0,0.019,1,0,0
193,Node2,37,0.222,0.279,0.0,0.002,1,0,0
193,Node2,38,0.163,0.479,0.023,0.078,1,0,0
193,Node2,39,0.148,0.212,0.008,0.047,1,0,0
193,Node2,40,0.135,0.259,0.012,0.143,1,0,0
193,Node2,41,0.164,0.215,0.015,0.049,1,0,0
193,Node2,42,0.14,0.197,0.034,0.036,1,0,0
193,Node2,43,0.132,0.17,0.041,0.092,1,0,0
194,Node1,0,4.301,0.018,1.738,2.903,1,0,0
194,Node1,1,1.031,0.005,0.326,0.764,1,0,0
194,Node1,2,1.732,0.003,0.02,1.499,1,0,0
194,Node1,3,4.572,0.476,0.973,2.764,1,0,0
194,Node1,4,2.379,0.3,0.599,1.862,1,0,0
194,Node1,5,1.247,0.157,0.472,1.134,1,0,0
194,Node1,6,1.737,0.1,0.788,0.903,1,0,0
194,Node1,7,3.831,0.006,1.175,3.051,1,0,0
194,Node1,8,3.056,0.241,0.994,1.554,1,0,0
194,Node1,9,1.85,0.017,0.674,1.59,1,0,0
194,Node1,10,3.569,0.04,0.796,3.16,1,0,0
194,Node1,11,2.829,0.196,0.759,2.194,1,0,0
194,Node1,12,2.362,0.027,1.192,1.974,1,0,0
194,Node1,13,1.76,0.261,0.294,1.385,1,0,0
194,Node1,14,2.515,0.262,1.238,1.862,1,0,0
194,Node1,15,2.849,0.297,0.869,2.081,1,0,0
194,Node1,16,3.131,0.021,0.223,2.057,1,0,0
194,Node1,17,3.717,0.009,0.287,2.703,1,0,0
194,Node1,18,3.61,0.02,0.975,2.681,1,0,0
194,Node1,19,1.937,0.012,0.571,1.119,1,0,0
194,Node1,20,4.11,0.426,1.457,2.245,1,0,0
194,Node1,21,2.832,0.008,0.523,2.185,1,0,0
194,Node1,22,1.664,0.061,0.339,0.817,1,0,0
194,Node1,23,2.305,0.085,0.402,1.265,1,0,0
194,Node1,24,2.193,0.057,0.515,1.293,1,0,0
194,Node1,25,2.554,0.135,1.145,1.307,1,0,0
194,Node1,26,2.076,0.201,1.633,1.458,1,0,0
194,Node1,27,0.68,0.053,0.246,0.368,1,0,0
194,Node1,28,1.261,0.075,0.216,0.625,1,0,0
194,Node1,29,1.572,0.004,0.423,0.866,1,0,0
194,Node2,0,0.143,0.229,0.016,0.117,1,0,0
194,Node2,1,0.15,0.25,0.02,0.112,1,0,0
194,Node2,2,0.131,0.202,0.001,0.109,1,0,0
194,Node2,3,0.16,0.229,0.01,0.033,1,0,0
194,Node2,4,0.151,0.247,0.041,0.154,1,0,0
194,Node2,5,0.096,0.127,0.026,0.192,1,0,0
194,Node2,6,0.143,0.164,0.001,0.035,1,0,0
194,Node2,7,0.161,0.229,0.013,0.086,1,0,0
194,Node2,8,0.155,0.222,0.018,0.129,1,0,0
194,Node2,9,0.172,0.271,0.017,0.18,1,0,0
194,Node2,10,0.133,0.187,0.02,0.093,1,0,0
194,Node2,11,0.153,0.212,0.012,0.079,1,0,0
194,Node2,12,0.108,0.128,0.045,0.126,1,0,0
194,Node2,13,0.119,0.154,0.001,0.137,1,0,0
194,Node2,14,0.184,0.223,0.0,0.096,1,0,0
194,Node2,15,0.165,0.258,0.023,0.108,1,0,0
194,Node2,16,0.171,0.26,0.038,0.128,1,0,0
194,Node2,17,0.127,0.209,0.026,0.126,1,0,0
194,Node2,18,0.114,0.158,0.05,0.26,1,0,0
194,Node2,19,0.196,0.286,0.001,0.054,1,0,0
194,Node2,20,0.181,0.126,0.001,0.009,1,0,0
194,Node2,21,0.157,0.242,0.025,0.104,1,0,0
194,Node2,22,0.156,0.218,0.028,0.077,1,0,0
194,Node2,23,0.16,0.187,0.0,0.084,1,0,0
194,Node2,24,0.183,0.247,0.008,0.086,1,0,0
194,Node2,25,0.178,0.233,0.022,0.075,1,0,0
194,Node2,26,0.204,0.208,0.0,0.082,1,0,0
194,Node2,27,0.164,0.225,0.01,0.081,1,0,0
194,Node2,28,0.13,0.237,0.017,0.101,1,0,0
194,Node2,29,0.153,0.186,0.0,0.096,1,0,0
194,Node2,30,0.183,0.193,0.001,0.107,1,0,0
194,Node2,31,0.204,0.23,0.001,0.004,1,0,0
194,Node2,32,0.244,0.216,0.002,0.005,1,0,0
194,Node2,33,0.142,0.168,0.001,0.002,1,0,0
194,Node2,34,0.142,0.219,0.001,0.096,1,0,0
194,Node2,35,0.132,0.189,0.0,0.07,1,0,0
194,Node2,36,0.172,0.251,0.021,0.041,1,0,0
194,Node2,37,0.222,0.286,0.121,0.124,1,0,0
194,Node2,38,0.163,0.481,0.001,0.079,1,0,0
194,Node2,39,0.148,0.213,0.007,0.054,1,0,0
194,Node2,40,0.135,0.258,0.012,0.155,1,0,0
194,Node2,41,0.163,0.214,0.01,0.059,1,0,0
194,Node2,42,0.139,0.197,0.018,0.054,1,0,0
194,Node2,43,0.132,0.166,0.001,0.093,1,0,0
195,Node1,0,4.263,0.023,1.76,2.91,1,0,0
195,Node1,1,1.037,0.012,0.338,0.767,1,0,0
195,Node1,2,1.727,0.018,0.039,1.489,1,0,0
195,Node1,3,4.536,0.005,0.983,2.754,1,0,0
195,Node1,4,2.378,0.024,0.624,1.851,1,0,0
195,Node1,5,1.261,0.159,0.63,1.141,1,0,0
195,Node1,6,1.739,0.004,0.788,0.91,1,0,0
195,Node1,7,3.83,0.003,1.18,3.056,1,0,0
195,Node1,8,3.074,0.085,1.072,1.556,1,0,0
195,Node1,9,1.849,0.233,0.9,1.597,1,0,0
195,Node1,10,3.549,0.151,0.952,3.151,1,0,0
195,Node1,11,2.829,0.194,0.957,2.188,1,0,0
195,Node1,12,2.363,0.005,1.2,1.978,1,0,0
195,Node1,13,1.767,0.012,0.305,1.391,1,0,0
195,Node1,14,2.529,0.018,1.257,1.852,1,0,0
195,Node1,15,2.869,0.298,1.17,2.068,1,0,0
195,Node1,16,3.101,0.011,0.236,2.066,1,0,0
195,Node1,17,3.729,0.277,0.567,2.713,1,0,0
195,Node1,18,3.604,0.239,1.205,2.693,1,0,0
195,Node1,19,1.927,0.016,0.588,1.122,1,0,0
195,Node1,20,4.11,0.224,1.687,2.249,1,0,0
195,Node1,21,2.808,0.024,0.549,2.192,1,0,0
195,Node1,22,1.663,0.061,0.4,0.814,1,0,0
195,Node1,23,2.307,0.006,0.406,1.268,1,0,0
195,Node1,24,2.207,0.16,0.677,1.294,1,0,0
195,Node1,25,2.538,0.015,1.156,1.306,1,0,0
195,Node1,26,2.079,0.016,1.643,1.459,1,0,0
195,Node1,27,0.684,0.077,0.322,0.367,1,0,0
195,Node1,28,1.262,0.075,0.291,0.622,1,0,0
195,Node1,29,1.58,0.131,0.552,0.867,1,0,0
195,Node2,0,0.143,0.229,0.008,0.125,1,0,0
195,Node2,1,0.152,0.249,0.015,0.127,1,0,0
195,Node2,2,0.131,0.201,0.014,0.122,1,0,0
195,Node2,3,0.161,0.229,0.001,0.034,1,0,0
195,Node2,4,0.15,0.246,0.012,0.167,1,0,0
195,Node2,5,0.097,0.128,0.026,0.216,1,0,0
195,Node2,6,0.144,0.163,0.012,0.047,1,0,0
195,Node2,7,0.161,0.228,0.007,0.092,1,0,0
195,Node2,8,0.156,0.222,0.006,0.136,1,0,0
195,Node2,9,0.172,0.271,0.017,0.196,1,0,0
195,Node2,10,0.133,0.188,0.011,0.104,1,0,0
195,Node2,11,0.152,0.211,0.007,0.086,1,0,0
195,Node2,12,0.109,0.128,0.018,0.145,1,0,0
195,Node2,13,0.118,0.154,0.017,0.154,1,0,0
195,Node2,14,0.185,0.221,0.037,0.134,1,0,0
195,Node2,15,0.163,0.259,0.0,0.109,1,0,0
195,Node2,16,0.171,0.261,0.001,0.129,1,0,0
195,Node2,17,0.127,0.209,0.005,0.131,1,0,0
195,Node2,18,0.114,0.158,0.001,0.262,1,0,0
195,Node2,19,0.196,0.287,0.018,0.073,1,0,0
195,Node2,20,0.182,0.125,0.003,0.012,1,0,0
195,Node2,21,0.157,0.242,0.012,0.117,1,0,0
195,Node2,22,0.156,0.218,0.009,0.087,1,0,0
195,Node2,23,0.16,0.188,0.001,0.085,1,0,0
195,Node2,24,0.183,0.249,0.009,0.095,1,0,0
195,Node2,25,0.178,0.234,0.008,0.084,1,0,0
195,Node2,26,0.204,0.209,0.002,0.084,1,0,0
195,Node2,27,0.165,0.226,0.005,0.085,1,0,0
195,Node2,28,0.131,0.238,0.017,0.118,1,0,0
195,Node2,29,0.153,0.187,0.026,0.122,1,0,0
195,Node2,30,0.183,0.193,0.002,0.108,1,0,0
195,Node2,31,0.202,0.228,0.0,0.004,1,0,0
195,Node2,32,0.245,0.217,0.003,0.009,1,0,0
195,Node2,33,0.141,0.167,0.012,0.014,1,0,0
195,Node2,34,0.143,0.218,0.012,0.109,1,0,0
195,Node2,35,0.132,0.189,0.001,0.072,1,0,0
195,Node2,36,0.172,0.252,0.001,0.041,1,0,0
195,Node2,37,0.223,0.286,0.0,0.123,1,0,0
195,Node2,38,0.164,0.48,0.0,0.08,1,0,0
195,Node2,39,0.149,0.211,0.007,0.062,1,0,0
195,Node2,40,0.135,0.258,0.001,0.157,1,0,0
195,Node2,41,0.164,0.215,0.006,0.065,1,0,0
195,Node2,42,0.14,0.197,0.002,0.055,1,0,0
195,Node2,43,0.132,0.166,0.001,0.094,1,0,0
196,Node1,0,4.241,0.003,1.755,2.918,1,0,0
196,Node1,1,1.032,0.009,0.345,0.765,1,0,0
196,Node1,2,1.735,0.014,0.052,1.503,1,0,0
196,Node1,3,4.558,0.25,1.228,2.75,1,0,0
196,Node1,4,2.379,0.004,0.625,1.845,1,0,0
196,Node1,5,1.254,0.004,0.635,1.13,1,0,0
196,Node1,6,1.745,0.101,0.892,0.909,1,0,0
196,Node1,7,3.812,0.002,1.176,3.064,1,0,0
196,Node1,8,3.055,0.011,1.086,1.564,1,0,0
196,Node1,9,1.864,0.231,1.133,1.6,1,0,0
196,Node1,10,3.577,0.152,1.1,3.138,1,0,0
196,Node1,11,2.828,0.196,1.15,2.202,1,0,0
196,Node1,12,2.376,0.012,1.204,1.974,1,0,0
196,Node1,13,1.76,0.009,0.314,1.386,1,0,0
196,Node1,14,2.529,0.023,1.278,1.847,1,0,0
196,Node1,15,2.839,0.019,1.182,2.075,1,0,0
196,Node1,16,3.102,0.029,0.263,2.068,1,0,0
196,Node1,17,3.758,0.276,0.845,2.704,1,0,0
196,Node1,18,3.574,0.003,1.214,2.687,1,0,0
196,Node1,19,1.915,0.016,0.604,1.117,1,0,0
196,Node1,20,4.082,0.227,1.909,2.258,1,0,0
196,Node1,21,2.794,0.011,0.557,2.182,1,0,0
196,Node1,22,1.668,0.115,0.513,0.819,1,0,0
196,Node1,23,2.302,0.085,0.49,1.272,1,0,0
196,Node1,24,2.204,0.111,0.787,1.3,1,0,0
196,Node1,25,2.55,0.004,1.158,1.311,1,0,0
196,Node1,26,2.058,0.008,1.656,1.451,1,0,0
196,Node1,27,0.684,0.001,0.321,0.367,1,0,0
196,Node1,28,1.262,0.007,0.298,0.62,1,0,0
196,Node1,29,1.568,0.069,0.626,0.865,1,0,0
196,Node2,0,0.143,0.228,0.024,0.15,1,0,0
196,Node2,1,0.152,0.25,0.014,0.142,1,0,0
196,Node2,2,0.132,0.202,0.013,0.135,1,0,0
196,Node2,3,0.16,0.229,0.005,0.039,1,0,0
196,Node2,4,0.151,0.246,0.013,0.179,1,0,0
196,Node2,5,0.097,0.128,0.018,0.234,1,0,0
196,Node2,6,0.144,0.163,0.001,0.048,1,0,0
196,Node2,7,0.161,0.229,0.008,0.101,1,0,0
196,Node2,8,0.155,0.22,0.014,0.149,1,0,0
196,Node2,9,0.172,0.27,0.0,0.198,1,0,0
196,Node2,10,0.133,0.188,0.011,0.116,1,0,0
196,Node2,11,0.152,0.212,0.01,0.096,1,0,0
196,Node2,12,0.108,0.128,0.0,0.144,1,0,0
196,Node2,13,0.119,0.155,0.016,0.171,1,0,0
196,Node2,14,0.186,0.221,0.0,0.134,1,0,0
196,Node2,15,0.164,0.258,0.001,0.109,1,0,0
196,Node2,16,0.172,0.259,0.001,0.131,1,0,0
196,Node2,17,0.127,0.208,0.013,0.145,1,0,0
196,Node2,18,0.114,0.158,0.0,0.262,1,0,0
196,Node2,19,0.197,0.285,0.02,0.092,1,0,0
196,Node2,20,0.182,0.125,0.001,0.013,1,0,0
196,Node2,21,0.157,0.242,0.006,0.123,1,0,0
196,Node2,22,0.157,0.218,0.001,0.087,1,0,0
196,Node2,23,0.161,0.188,0.001,0.086,1,0,0
196,Node2,24,0.183,0.248,0.004,0.099,1,0,0
196,Node2,25,0.178,0.233,0.011,0.094,1,0,0
196,Node2,26,0.204,0.209,0.002,0.086,1,0,0
196,Node2,27,0.165,0.226,0.0,0.086,1,0,0
196,Node2,28,0.13,0.238,0.01,0.128,1,0,0
196,Node2,29,0.153,0.188,0.027,0.15,1,0,0
196,Node2,30,0.183,0.194,0.056,0.165,1,0,0
196,Node2,31,0.202,0.227,0.002,0.006,1,0,0
196,Node2,32,0.244,0.218,0.003,0.012,1,0,0
196,Node2,33,0.142,0.167,0.0,0.014,1,0,0
196,Node2,34,0.143,0.217,0.0,0.109,1,0,0
196,Node2,35,0.132,0.189,0.015,0.088,1,0,0
196,Node2,36,0.172,0.252,0.0,0.042,1,0,0
196,Node2,37,0.222,0.285,0.001,0.125,1,0,0
196,Node2,38,0.163,0.479,0.003,0.082,1,0,0
196,Node2,39,0.149,0.212,0.015,0.077,1,0,0
196,Node2,40,0.135,0.26,0.001,0.158,1,0,0
196,Node2,41,0.163,0.215,0.01,0.076,1,0,0
196,Node2,42,0.139,0.197,0.001,0.057,1,0,0
196,Node2,43,0.132,0.167,0.012,0.107,1,0,0
197,Node1,0,4.244,0.025,1.785,2.914,1,0,0
197,Node1,1,1.039,0.29,0.637,0.762,1,0,0
197,Node1,2,1.742,0.436,0.488,1.503,1,0,0
197,Node1,3,4.563,0.009,1.243,2.755,1,0,0
197,Node1,4,2.382,0.299,0.929,1.846,1,0,0
197,Node1,5,1.258,0.007,0.645,1.133,1,0,0
197,Node1,6,1.744,0.102,0.987,0.91,1,0,0
197,Node1,7,3.789,0.022,1.197,3.076,1,0,0
197,Node1,8,3.063,0.168,1.249,1.566,1,0,0
197,Node1,9,1.857,0.01,1.148,1.597,1,0,0
197,Node1,10,3.574,0.408,1.506,3.143,1,0,0
197,Node1,11,2.84,0.019,1.166,2.195,1,0,0
197,Node1,12,2.369,0.003,1.21,1.969,1,0,0
197,Node1,13,1.759,0.001,0.315,1.39,1,0,0
197,Node1,14,2.522,0.019,1.289,1.848,1,0,0
197,Node1,15,2.839,0.02,1.199,2.081,1,0,0
197,Node1,16,3.098,0.017,0.282,2.055,1,0,0
197,Node1,17,3.74,0.279,1.123,2.725,1,0,0
197,Node1,18,3.567,0.346,1.552,2.682,1,0,0
197,Node1,19,1.935,0.052,0.655,1.122,1,0,0
197,Node1,20,4.117,0.009,1.908,2.242,1,0,0
197,Node1,21,2.792,0.019,0.578,2.18,1,0,0
197,Node1,22,1.679,0.116,0.629,0.818,1,0,0
197,Node1,23,2.305,0.086,0.579,1.267,1,0,0
197,Node1,24,2.194,0.161,0.948,1.294,1,0,0
197,Node1,25,2.553,0.007,1.164,1.305,1,0,0
197,Node1,26,2.055,0.201,1.846,1.458,1,0,0
197,Node1,27,0.679,0.004,0.326,0.366,1,0,0
197,Node1,28,1.261,0.004,0.302,0.626,1,0,0
197,Node1,29,1.578,0.069,0.696,0.868,1,0,0
197,Node2,0,0.143,0.228,0.009,0.16,1,0,0
197,Node2,1,0.152,0.248,0.0,0.142,1,0,0
197,Node2,2,0.131,0.203,0.007,0.143,1,0,0
197,Node2,3,0.16,0.228,0.005,0.044,1,0,0
197,Node2,4,0.15,0.247,0.013,0.193,1,0,0
197,Node2,5,0.097,0.128,0.01,0.244,1,0,0
197,Node2,6,0.143,0.162,0.0,0.048,1,0,0
197,Node2,7,0.161,0.229,0.002,0.102,1,0,0
197,Node2,8,0.155,0.221,0.028,0.177,1,0,0
197,Node2,9,0.173,0.272,0.016,0.214,1,0,0
197,Node2,10,0.133,0.188,0.012,0.127,1,0,0
197,Node2,11,0.152,0.212,0.009,0.105,1,0,0
197,Node2,12,0.108,0.128,0.001,0.145,1,0,0
197,Node2,13,0.119,0.154,0.0,0.17,1,0,0
197,Node2,14,0.186,0.223,0.068,0.201,1,0,0
197,Node2,15,0.164,0.259,0.0,0.109,1,0,0
197,Node2,16,0.171,0.26,0.001,0.132,1,0,0
197,Node2,17,0.128,0.207,0.009,0.154,1,0,0
197,Node2,18,0.114,0.158,0.001,0.262,1,0,0
197,Node2,19,0.196,0.285,0.001,0.094,1,0,0
197,Node2,20,0.181,0.125,0.001,0.014,1,0,0
197,Node2,21,0.157,0.242,0.011,0.134,1,0,0
197,Node2,22,0.156,0.217,0.014,0.101,1,0,0
197,Node2,23,0.161,0.188,0.0,0.086,1,0,0
197,Node2,24,0.183,0.247,0.018,0.118,1,0,0
197,Node2,25,0.177,0.234,0.012,0.106,1,0,0
197,Node2,26,0.204,0.207,0.001,0.087,1,0,0
197,Node2,27,0.166,0.225,0.001,0.087,1,0,0
197,Node2,28,0.131,0.238,0.018,0.146,1,0,0
197,Node2,29,0.152,0.188,0.001,0.15,1,0,0
197,Node2,30,0.184,0.195,0.001,0.166,1,0,0
197,Node2,31,0.203,0.229,0.018,0.023,1,0,0
197,Node2,32,0.243,0.22,0.092,0.104,1,0,0
197,Node2,33,0.141,0.167,0.012,0.026,1,0,0
197,Node2,34,0.142,0.218,0.011,0.121,1,0,0
197,Node2,35,0.133,0.189,0.001,0.089,1,0,0
197,Node2,36,0.172,0.25,0.001,0.043,1,0,0
197,Node2,37,0.222,0.286,0.0,0.126,1,0,0
197,Node2,38,0.163,0.479,0.002,0.085,1,0,0
197,Node2,39,0.148,0.211,0.0,0.078,1,0,0
197,Node2,40,0.134,0.259,0.002,0.159,1,0,0
197,Node2,41,0.164,0.215,0.002,0.078,1,0,0
197,Node2,42,0.139,0.196,0.001,0.058,1,0,0
197,Node2,43,0.132,0.166,0.001,0.107,1,0,0
198,Node1,0,4.27,0.217,1.993,2.906,1,0,0
198,Node1,1,1.047,0.004,0.639,0.766,1,0,0
198,Node1,2,1.746,0.009,0.499,1.496,1,0,0
198,Node1,3,4.565,0.25,1.486,2.751,1,0,0
198,Node1,4,2.375,0.025,0.947,1.858,1,0,0
198,Node1,5,1.258,0.159,0.802,1.139,1,0,0
198,Node1,6,1.739,0.101,1.093,0.911,1,0,0
198,Node1,7,3.78,0.001,1.2,3.073,1,0,0
198,Node1,8,3.055,0.241,1.497,1.556,1,0,0
198,Node1,9,1.888,0.589,1.731,1.59,1,0,0
198,Node1,10,3.577,0.026,1.54,3.164,1,0,0
198,Node1,11,2.845,0.198,1.366,2.192,1,0,0
198,Node1,12,2.382,0.451,1.653,1.979,1,0,0
198,Node1,13,1.765,0.005,0.319,1.396,1,0,0
198,Node1,14,2.531,0.262,1.548,1.863,1,0,0
198,Node1,15,2.866,0.546,1.756,2.077,1,0,0
198,Node1,16,3.097,0.017,0.299,2.057,1,0,0
198,Node1,17,3.767,0.023,1.146,2.709,1,0,0
198,Node1,18,3.587,0.239,1.805,2.693,1,0,0
198,Node1,19,1.932,0.147,0.808,1.124,1,0,0
198,Node1,20,4.116,0.426,2.343,2.261,1,0,0
198,Node1,21,2.807,0.278,0.857,2.183,1,0,0
198,Node1,22,1.68,0.061,0.69,0.816,1,0,0
198,Node1,23,2.315,0.086,0.663,1.268,1,0,0
198,Node1,24,2.2,0.161,1.116,1.3,1,0,0
198,Node1,25,2.539,0.002,1.174,1.317,1,0,0
198,Node1,26,2.066,0.203,2.051,1.454,1,0,0
198,Node1,27,0.685,0.028,0.355,0.367,1,0,0
198,Node1,28,1.263,0.075,0.378,0.626,1,0,0
198,Node1,29,1.57,0.069,0.761,0.873,1,0,0
198,Node2,0,0.142,0.23,0.022,0.182,1,0,0
198,Node2,1,0.151,0.247,0.02,0.162,1,0,0
198,Node2,2,0.132,0.202,0.014,0.157,1,0,0
198,Node2,3,0.161,0.227,0.0,0.044,1,0,0
198,Node2,4,0.151,0.248,0.006,0.199,1,0,0
198,Node2,5,0.097,0.128,0.04,0.283,1,0,0
198,Node2,6,0.143,0.164,0.021,0.069,1,0,0
198,Node2,7,0.162,0.229,0.014,0.116,1,0,0
198,Node2,8,0.156,0.222,0.007,0.184,1,0,0
198,Node2,9,0.173,0.273,0.054,0.266,1,0,0
198,Node2,10,0.133,0.188,0.012,0.139,1,0,0
198,Node2,11,0.152,0.212,0.004,0.11,1,0,0
198,Node2,12,0.108,0.129,0.001,0.147,1,0,0
198,Node2,13,0.119,0.154,0.047,0.218,1,0,0
198,Node2,14,0.185,0.223,0.001,0.203,1,0,0
198,Node2,15,0.164,0.257,0.002,0.111,1,0,0
198,Node2,16,0.17,0.262,0.016,0.147,1,0,0
198,Node2,17,0.128,0.208,0.013,0.167,1,0,0
198,Node2,18,0.114,0.158,0.001,0.265,1,0,0
198,Node2,19,0.197,0.284,0.003,0.097,1,0,0
198,Node2,20,0.181,0.125,0.001,0.016,1,0,0
198,Node2,21,0.157,0.243,0.025,0.159,1,0,0
198,Node2,22,0.155,0.218,0.018,0.12,1,0,0
198,Node2,23,0.162,0.187,0.016,0.102,1,0,0
198,Node2,24,0.183,0.247,0.009,0.126,1,0,0
198,Node2,25,0.177,0.233,0.024,0.131,1,0,0
198,Node2,26,0.203,0.209,0.001,0.088,1,0,0
198,Node2,27,0.166,0.224,0.009,0.096,1,0,0
